"student_id","age","gender","residency","socioeconomic_status","parental_education","family_income","distance_to_university","study_hours_weekly","attendance_rate","library_usage","extracurricular_activities","internet_access","device_ownership","previous_grade","math_score","science_score","english_score","study_group_participation","scholarship_status","campus_housing","part_time_job","commute_time","sleep_hours","stress_level","course_load","faculty","year_of_study","mobile_money_usage","health_status","academic_performance","study_hours_binned","income_binned","total_score"
3056,19,"Female","Urban","Low","Primary",21733.64,1.9,17.3,0.888488202705048,7.4,"Clubs","Yes","Smartphone",74,70.9,48.5,60.7,"No","None","On-Campus","No",9.4,8.4,"Low",16.4,"Engineering","1st",3952.32,"Fair","Excellent","Moderate","Medium-Low",60.0333333333333
3057,27,"Male","Urban","Middle","Tertiary",51132.34,24,12,0.996368612512015,0.8,"None","Yes","Both",99.9,66,62.6,54.5,"No","None","On-Campus","No",33.5,4.6,"High",17.1,"Business","4th",2693.66,"Good","Poor","Moderate","High",61.0333333333333
3058,20,"Male","Urban","Low","Secondary",47084.87,71.4,21.7,0.874249067972414,7,"Both","Yes","Laptop",51.9,56.4,70.1,65.9,"Yes","Partial","On-Campus","No",27.4,5.3,"Moderate",15.5,"Business","1st",1804.06,"Fair","Excellent","High","High",64.1333333333333
3059,22,"Female","Urban","Middle","Secondary",42145.94,48,13.4,NA,6.6,"Sports","Yes","Both",47.7,51.2,41.3,37.1,"Yes","Partial","On-Campus","Yes",23.5,9.9,"High",15.1,"Engineering","4th",2123.87,"Excellent",NA,"Moderate","High",43.2
3060,23,"Female","Rural","Low","Secondary",13011.36,71.9,15.6,0.746575055643916,2.8,"Both","Yes","None",40.6,85.1,65.2,41.2,"No","Full","On-Campus","No",41.8,6,"Moderate",17,"Sciences","4th",6140.13,"Good","Good","Moderate","Low",63.8333333333333
3061,21,"Female","Urban","Low","Tertiary",47375.88,17.8,17.1,0.788696491741575,6.4,"Sports","Yes","Laptop",86.5,83.7,63.3,48,"Yes","Full","Off-Campus","No",45.2,8.6,"Low",18.3,"Sciences","3rd",1051.15,"Good","Good","Moderate","High",65
3062,28,"Male","Rural","Low","Primary",82092.27,10.1,3.2,0.64204176235944,2.6,"None","Yes","Both",64.2,59.6,81.7,40,"Yes","None","On-Campus","No",42,9.6,"Moderate",13.3,"Education","2nd",3941.72,"Excellent","Poor","Low","High",60.4333333333333
3063,18,"Female","Urban","Low","Secondary",21865.35,18.7,9.3,0.532210900331847,4.5,"Clubs","Yes","None",71.1,59.8,50,52,"Yes","None","On-Campus","No",31.5,7.9,"Low",16.2,"Education","4th",-452.77,"Fair","Poor","Low","Medium-Low",53.9333333333333
3064,24,"Male","Rural","Middle","Primary",41718.5,90.4,19.2,0.839391602319665,1.3,"None","Yes","Both",96.5,58.7,58.2,72.8,"No","None","Off-Campus","No",50.2,4.9,"Moderate",16.8,"Sciences","4th",1419.61,"Fair","Excellent","Moderate","High",63.2333333333333
3065,25,"Female","Rural","Middle","Tertiary",43310.25,40.4,16.7,0.9915620154934,3.8,"Sports","Yes","Laptop",74.7,78.5,63.4,24.5,"Yes","Partial","On-Campus","No",47.1,5.8,"Moderate",11.1,"Engineering","4th",312.98,"Fair","Excellent","Moderate","High",55.4666666666667
3066,25,"Other","Rural","Low","None",16054.78,61,20.8,0.7109735973645,2,"Sports","Yes","Laptop",47.1,33.9,66.2,63.9,"Yes","None","On-Campus","No",34.8,6.8,"Moderate",15.2,"Business","4th",2892.93,"Excellent","Excellent","High","Medium-Low",54.6666666666667
3067,26,"Female","Urban","Low","Tertiary",12025.27,79.8,11.5,0.641963650006801,12.8,"Both","No","Both",70.2,52.9,62.7,69.6,"No","None","On-Campus","No",39.6,7.4,"Low",16.3,"Arts","1st",2198.61,"Good","Average","Moderate","Low",61.7333333333333
3068,19,"Female","Urban","Low","None",2983.04,23.6,18.3,0.707010156009346,2.4,"Clubs","No","None",50.8,45.3,57.2,46.8,"No","Partial","On-Campus","No",47.2,8.7,"Low",15.6,"Arts","2nd",3869.48,"Good","Poor","Moderate","Low",49.7666666666667
3069,21,"Male","Urban","Middle","Secondary",46014.44,64.7,17.8,0.810962816118263,7.9,"Sports","Yes","Both",65.2,44.7,91.5,43,"Yes","None","On-Campus","No",3.1,6.8,"Moderate",14.4,"Education","1st",7787.25,"Good","Excellent","Moderate","High",59.7333333333333
3070,20,"Male","Rural","Middle","Secondary",24473.62,10.5,19,0.917326134396717,8.9,"Sports","Yes","None",74.7,78,82.3,82.3,"No","None","Off-Campus","No",42.2,7.2,"Moderate",13.8,"Business","1st",430.26,"Fair","Excellent","Moderate","Medium-Low",80.8666666666667
3071,28,"Female","Urban","Middle","None",-9693.9,21,18.7,0.934534049592912,5.4,"Clubs","Yes","Smartphone",66.5,77.1,53.1,64.8,"No","None","Off-Campus","Yes",39.8,5.6,"Moderate",18.4,"Arts","1st",4477.8,"Good","Excellent","Moderate","Low",65
3072,22,"Male","Urban","High","None",35837.01,26.1,12.2,0.591938472934999,5.5,"None","Yes","Smartphone",55.5,56.4,51.9,53.9,"No","Partial","On-Campus","No",26.5,6.1,"Low",10.8,"Business","4th",-2911.64,"Good","Excellent","Moderate","High",54.0666666666667
3073,30,"Female","Urban","Middle","Secondary",15448.22,65.7,17.5,0.900212847627699,0,"Clubs","No","None",46.7,56.4,76.7,47.3,"No","None","Off-Campus","Yes",22.2,7.6,"High",21.2,"Arts","3rd",1842.86,"Fair","Poor","Moderate","Medium-Low",60.1333333333333
3074,21,"Male","Urban","Middle","Secondary",23549.89,45.7,19.1,0.575448841089383,6.8,"Sports","Yes","Both",82,56.7,58.6,68.7,"Yes","Partial","Off-Campus","Yes",15.4,5.9,"Moderate",13.9,"Education","1st",1945.88,"Fair","Excellent","Moderate","Medium-Low",61.3333333333333
3075,22,"Female","Urban","Middle","Secondary",-7519.51,93.1,12.3,0.638907958636992,8.4,"Clubs","Yes","Laptop",69,61.1,38.9,35.4,"Yes","None","Off-Campus","Yes",23.2,6.6,"High",9.8,"Arts","4th",3812.87,"Good","Poor","Moderate","Low",45.1333333333333
3076,26,"Female","Rural","Middle","Secondary",4006.87,76.1,10.6,0.550248224870302,7.6,"None","Yes","Smartphone",52.3,70.3,45.4,41,"Yes","None","Off-Campus","No",-1.5,5.5,"Moderate",11.6,"Sciences","3rd",3209.17,"Fair","Poor","Moderate","Low",52.2333333333333
3077,19,"Male","Urban","High","Secondary",40624.95,91.2,25.6,0.918272284441628,-2,"Clubs","Yes","Laptop",67.5,39.1,70.4,57.4,"Yes","Partial","On-Campus","Yes",40.9,9.3,"Moderate",11.7,"Arts","3rd",3746.12,"Fair","Excellent","High","High",55.6333333333333
3078,25,"Male","Urban","Middle","None",11921.84,37.1,7.2,0.953550887177698,7.8,"Both","Yes","None",77.2,60.3,54.9,54.4,"Yes","None","Off-Campus","No",27.1,3.7,"High",17.1,"Sciences","2nd",2440.71,"Excellent","Poor","Low","Low",56.5333333333333
3079,20,"Male","Urban","Middle","Primary",12558.98,47.8,14.3,0.793032533372752,2,"Sports","Yes","Both",90.1,66.2,58.4,24.2,"No","None","On-Campus","No",24.8,10,"High",17.7,"Business","1st",-1517.03,"Good","Poor","Moderate","Low",49.6
3080,27,"Male","Rural","Middle","Secondary",30829.63,17.4,14.2,0.839409921085462,5.2,"Sports","Yes","Laptop",73.8,50.1,67.2,65.6,"No","Partial","On-Campus","No",35.5,7,"Low",15.1,"Sciences","3rd",7509.57,"Fair","Good","Moderate","Medium-High",60.9666666666667
3081,25,"Male","Urban","Middle","Secondary",48233.06,70.8,10.5,0.975422466173768,-1,"Clubs","No","None",98.8,71.8,47.7,54.8,"Yes","None","Off-Campus","No",38.9,8,"High",11.7,"Business","2nd",985.13,"Good","Average","Moderate","High",58.1
3082,25,"Male","Urban","Middle","None",30021.76,9.6,13.1,0.965279938420281,2.2,"Clubs","Yes","Laptop",40.4,57.7,70.7,40.6,"No","None","On-Campus","Yes",35.9,8,"High",11.4,"Engineering","2nd",3048.97,"Fair","Poor","Moderate","Medium-High",56.3333333333333
3083,22,"Female","Rural","Low","Primary",37168.9,9,13.8,0.980908570112661,6.8,"None","Yes","Smartphone",68.9,64.7,58,38.8,"Yes","None","Off-Campus","Yes",16,8.6,"Low",18.6,"Arts","2nd",2961.42,"Good","Good","Moderate","High",53.8333333333333
3084,24,"Male","Urban","Middle","None",37641.8,33.1,16.4,0.509867160348222,-0.1,"Clubs","Yes","Smartphone",63.9,61.1,46.6,50.2,"Yes","Partial","Off-Campus","No",22.7,9,"Moderate",14.3,"Sciences","4th",1193.13,"Excellent","Good","Moderate","High",52.6333333333333
3085,19,"Male","Rural","Low","Secondary",50346.36,20.6,13.8,0.744694216293283,2.9,"Both","Yes","Both",48,47.9,69.6,53.2,"No","None","Off-Campus","No",12.9,6.7,"Low",14.2,"Arts","1st",7368.1,"Fair","Good","Moderate","High",56.9
3086,20,"Male","Rural","Middle","Tertiary",29693.32,35.9,20.1,0.87947243580129,6,"None","Yes","Both",66.9,70.2,66.8,71.8,"Yes","Partial","On-Campus","No",5.8,8.5,"High",10.1,"Education","3rd",5448.8,"Good","Good","High","Medium-High",69.6
3087,20,"Male","Urban","Middle","Primary",59395.99,97.3,17.3,0.553410339402035,3.1,"None","No","Laptop",51.3,50.9,45.9,40.7,"No","None","Off-Campus","No",18.3,6.4,"Moderate",13.8,"Engineering","1st",3774.92,"Good","Poor","Moderate","High",45.8333333333333
3088,27,"Male","Rural","Middle","Primary",47906.01,12.2,9.7,0.926589627051726,0.3,"Both","Yes","Both",80.4,53.7,61.1,69.7,"No","Partial","Off-Campus","Yes",30,9.6,"Moderate",19.6,"Arts","3rd",1932.11,"Good","Average","Low","High",61.5
3089,25,"Male","Rural","Middle","Tertiary",34580.19,8.9,15.2,0.571597522241063,4.2,"None","No","Smartphone",83.8,50.5,58.2,53.8,"Yes","None","On-Campus","Yes",52.9,6.8,"Moderate",15.2,"Sciences","2nd",2508.93,"Good","Good","Moderate","Medium-High",54.1666666666667
3090,20,"Female","Rural","High","Primary",24213.31,92.3,10.7,0.513068164000288,0.8,"Clubs","No","Laptop",99.7,51.8,61.6,53.5,"No","None","Off-Campus","No",25.3,5.5,"Low",10.9,"Sciences","1st",-697.93,"Fair","Poor","Moderate","Medium-Low",55.6333333333333
3091,22,"Female","Urban","Middle","Tertiary",32455.5,16.6,11.5,0.674387178965844,4.8,"Sports","Yes","Laptop",95.1,65.8,89.4,48.8,"Yes","None","Off-Campus","Yes",44.6,7.6,"Low",19.3,"Business","1st",416,"Good","Good","Moderate","Medium-High",68
3092,28,"Female","Urban","Middle","None",-12374.27,16.7,14.2,NA,4.8,"Both","Yes","Laptop",60.4,50.8,62,67.2,"No","Full","On-Campus","No",21.3,8.1,"High",17.2,"Education","2nd",4690.94,"Excellent",NA,"Moderate","Low",60
3093,21,"Female","Urban","High","Primary",NA,47.9,9.9,NA,3.2,"Both","No","Both",79.8,65.2,56.4,46.3,"Yes","None","Off-Campus","No",51.8,4,"Low",14.3,"Sciences","2nd",3210.84,"Fair",NA,"Low",NA,55.9666666666667
3094,19,"Female","Rural","Middle","Secondary",-22186.44,9.4,14.1,0.718541716923937,4.7,"Clubs","Yes","None",62.2,76.3,72.6,78.7,"No","None","Off-Campus","Yes",39.4,6.8,"Low",15.5,"Business","2nd",-603.34,"Fair","Excellent","Moderate","Low",75.8666666666667
3095,20,"Female","Rural","Middle","Tertiary",28258.07,59.8,19.3,0.504688879125752,-0.7,"Sports","Yes","Both",88.9,66.2,63.4,75.2,"No","None","Off-Campus","No",11.3,7.4,"Low",17.3,"Education","2nd",2618.37,"Good","Good","Moderate","Medium-High",68.2666666666667
3096,24,"Other","Urban","Low","Primary",21560.12,28.5,13.6,NA,8,"Sports","Yes","Both",57.9,40.6,43.2,38,"Yes","None","On-Campus","No",22.6,5.6,"High",15.7,"Education","4th",4739.73,"Excellent",NA,"Moderate","Medium-Low",40.6
3097,30,"Other","Urban","Middle","Primary",5441.72,28.2,12.4,NA,5.8,"Both","Yes","None",59,45.3,71.5,33.5,"Yes","Full","Off-Campus","No",35.6,7.3,"Low",11.9,"Education","1st",2213.26,"Good",NA,"Moderate","Low",50.1
3098,18,"Male","Rural","Middle","Primary",15577.73,20.6,15.2,0.706643491866998,5.4,"None","No","Laptop",69,32,46.3,64.3,"No","None","Off-Campus","No",17.6,6.8,"Moderate",11.7,"Engineering","2nd",2564.12,"Excellent","Poor","Moderate","Medium-Low",47.5333333333333
3099,28,"Female","Urban","Low","Primary",26242.56,38.9,20.1,0.53695918887388,9.1,"Clubs","Yes","Laptop",51.6,30.9,58.1,49.3,"Yes","Partial","Off-Campus","No",48.7,3,"High",5.8,"Education","2nd",3122.64,"Fair","Average","High","Medium-High",46.1
3100,22,"Male","Urban","High","None",23287.05,60.7,10.6,0.835902779828757,7.1,"None","Yes","Laptop",51,82.3,34.4,55.5,"Yes","None","On-Campus","Yes",43.2,8.2,"Moderate",15.9,"Arts","3rd",1557.92,"Excellent","Good","Moderate","Medium-Low",57.4
3101,22,"Female","Rural","Middle","Secondary",17699.62,77.4,18,0.762361729517579,3.1,"Both","Yes","Both",56.3,56.7,55.2,92.1,"No","None","On-Campus","No",20.9,6.2,"Moderate",17.3,"Engineering","4th",2671.29,"Good","Excellent","Moderate","Medium-Low",68
3102,20,"Male","Urban","High","Secondary",20624.38,10.9,18.7,0.794516009977087,0.6,"Clubs","Yes","None",50,60.7,60.1,73.1,"Yes","None","On-Campus","No",26,6.2,"Low",17,"Arts","4th",2016.9,"Fair","Good","Moderate","Medium-Low",64.6333333333333
3103,21,"Female","Urban","Middle","Tertiary",5802.28,9.2,19.4,0.542561411857605,6.2,"Both","Yes","Laptop",42.6,53.2,68.1,47.6,"Yes","None","Off-Campus","No",27.9,8.4,"Low",21.2,"Education","3rd",3277.75,"Fair","Good","Moderate","Low",56.3
3104,24,"Male","Urban","Low","Secondary",51052.86,10.7,10.2,0.84128814120777,6.4,"None","Yes","Both",78.4,87.4,30.2,57.9,"Yes","None","On-Campus","Yes",14.2,6.6,"Low",16.7,"Arts","4th",3950.6,"Good","Average","Moderate","High",58.5
3105,24,"Male","Urban","Middle","Tertiary",19772.53,31.3,21,NA,4.7,"Clubs","No","Laptop",82.9,39.5,30.5,69.8,"No","Full","On-Campus","Yes",14.3,6,"High",12.7,"Engineering","1st",1494.48,"Fair",NA,"High","Medium-Low",46.6
3106,20,"Male","Urban","Low","Primary",6538.26,64.5,19.6,0.855205580941401,2.5,"None","Yes","Both",83.6,58.7,79.2,75.1,"No","Full","Off-Campus","Yes",17.9,8.2,"High",14.4,"Business","1st",3231.29,"Good","Good","Moderate","Low",71
3107,28,"Female","Urban","High","Primary",9492.04,4.7,5.9,0.51863001275342,-0.8,"Clubs","No","Laptop",99.1,54.5,48.3,63,"No","None","Off-Campus","Yes",33.1,5.5,"High",12.9,"Business","2nd",2049.11,"Fair","Poor","Low","Low",55.2666666666667
3108,27,"Male","Urban","Low","Secondary",21328.35,8.1,17.7,0.593019196763635,4.8,"Clubs","Yes","None",63.5,79.1,59.6,57.9,"Yes","None","Off-Campus","No",26.3,5.5,"Low",15.8,"Engineering","2nd",1952.08,"Excellent","Good","Moderate","Medium-Low",65.5333333333333
3109,30,"Male","Urban","Middle","Tertiary",28614.59,34.1,13.5,0.931344758719206,-1.5,"Both","Yes","Smartphone",57.8,54.1,67.7,65,"No","None","Off-Campus","No",59.1,8.8,"Moderate",16.5,"Sciences","1st",3016,"Good","Excellent","Moderate","Medium-High",62.2666666666667
3110,26,"Female","Urban","Low","Secondary",946.8,51.4,15.6,0.935154276783578,9.6,"Clubs","Yes","Smartphone",72.8,64.2,63.2,23.1,"No","None","Off-Campus","Yes",23.5,9.4,"High",13.2,"Engineering","4th",3237.17,"Fair","Good","Moderate","Low",50.1666666666667
3111,22,"Female","Rural","Middle","None",18028.09,3,7.6,0.892688687657937,-0.1,"Sports","Yes","Both",93.2,76.8,68,71.8,"Yes","None","Off-Campus","Yes",25.4,5.8,"Low",17.3,"Education","2nd",4095.65,"Fair","Excellent","Low","Medium-Low",72.2
3112,24,"Female","Rural","Middle","Secondary",32767.91,32.5,13.5,0.723827201523818,6.5,"Clubs","No","None",66.1,52.5,58.4,41.1,"No","Partial","Off-Campus","No",24.9,5.4,"High",14.3,"Education","2nd",1509.9,"Good","Poor","Moderate","Medium-High",50.6666666666667
3113,28,"Male","Urban","Middle","Tertiary",50037.66,55.2,19.9,NA,8.6,"None","No","None",64.1,67.3,83.5,52,"No","None","On-Campus","No",-0.1,7.3,"Low",18,"Sciences","1st",1546.74,"Fair",NA,"Moderate","High",67.6
3114,25,"Male","Urban","Middle","Primary",NA,46.1,20.6,0.583477218169719,2.3,"Clubs","No","Both",91.2,72.9,65.1,44.6,"No","Full","On-Campus","Yes",12.3,6.6,"Low",15.1,"Education","2nd",2781.67,"Fair","Excellent","High",NA,60.8666666666667
3115,27,"Female","Urban","Low","Primary",18495.75,78.1,17.9,0.611149654025212,3.6,"Both","Yes","Smartphone",78.3,74.8,55.2,77.9,"No","None","On-Campus","No",31.1,8.1,"Moderate",15.2,"Sciences","3rd",2380.7,"Excellent","Good","Moderate","Medium-Low",69.3
3116,26,"Female","Urban","High","Tertiary",27117.66,48.9,9.4,0.935382804251276,1.4,"Both","Yes","Both",52,45.9,78,29.7,"No","None","On-Campus","Yes",55.3,8.7,"High",17.9,"Sciences","1st",3077.67,"Good","Average","Low","Medium-High",51.2
3117,21,"Male","Urban","Low","Primary",16796.58,47.7,11.4,0.952455451712012,3.4,"Both","Yes","Laptop",74,65.3,75.2,41.8,"Yes","None","On-Campus","Yes",36,7.8,"Low",9.7,"Arts","3rd",2331.87,"Fair","Good","Moderate","Medium-Low",60.7666666666667
3118,29,"Male","Urban","Low","Secondary",39780.31,27,16,0.60340814338997,6.6,"Both","Yes","Laptop",77.2,34,75.6,67.9,"No","None","Off-Campus","No",29.4,8.5,"Low",18,"Arts","1st",2150.4,"Fair","Good","Moderate","High",59.1666666666667
3119,30,"Male","Rural","High","Secondary",31043.1,86.4,14,NA,5.7,"Both","Yes","Both",47,45.8,57.3,88.5,"Yes","None","On-Campus","No",14.6,7.8,"High",20.1,"Sciences","4th",1084.36,"Excellent",NA,"Moderate","Medium-High",63.8666666666667
3120,19,"Female","Urban","Middle","Secondary",16120.96,73,14,0.778175275539979,13.3,"Clubs","No","Smartphone",72,56.4,50.8,53.1,"Yes","None","On-Campus","No",17.6,5.8,"High",12.6,"Education","3rd",2778.86,"Excellent","Poor","Moderate","Medium-Low",53.4333333333333
3121,20,"Other","Urban","Low","Primary",14079.78,20.5,18,0.781943748705089,4.8,"Both","Yes","Laptop",45.4,70.1,64.4,81.5,"Yes","Partial","On-Campus","No",44.1,6,"High",16.4,"Arts","2nd",5105.11,"Fair","Average","Moderate","Low",72
3122,18,"Male","Rural","Middle","Tertiary",24582.06,34.7,13.7,0.641754580079578,3,"Clubs","Yes","None",41.7,58,77.9,76.8,"No","Partial","Off-Campus","No",11.6,6.7,"High",11.2,"Arts","1st",2265.43,"Excellent","Good","Moderate","Medium-Low",70.9
3123,27,"Male","Urban","High","Primary",42724.08,26.8,14.3,0.88197634962853,11.5,"Both","No","Both",41.1,49.3,65,49.3,"Yes","Partial","Off-Campus","No",13.1,6.6,"Moderate",12.4,"Business","4th",5604.85,"Good","Poor","Moderate","High",54.5333333333333
3124,20,"Female","Urban","Middle","Primary",27615.26,32.7,15.5,0.712390206637792,7.8,"None","Yes","Both",40.1,29,60,60.9,"No","None","On-Campus","No",35.1,8.5,"High",12.8,"Sciences","4th",1240.96,"Fair","Poor","Moderate","Medium-High",49.9666666666667
3125,22,"Female","Rural","Middle","Secondary",37736.09,40.1,13.8,0.900676421937533,7.7,"Clubs","Yes","Both",57.4,67.1,72.2,43.9,"No","None","Off-Campus","No",59.5,5.9,"Moderate",16.4,"Engineering","1st",832.91,"Good","Excellent","Moderate","High",61.0666666666667
3126,24,"Male","Urban","High","Secondary",39846.85,57.2,15.5,0.979842172004282,5.7,"None","Yes","Both",60,60.5,45.4,68.3,"Yes","Partial","Off-Campus","No",50.6,5.4,"Moderate",14.6,"Engineering","3rd",3431.09,"Fair","Good","Moderate","High",58.0666666666667
3127,24,"Female","Urban","Middle","Tertiary",32012.65,53.7,8.5,0.61735942249652,7.9,"Clubs","Yes","None",58.9,80.2,51.4,42,"No","None","On-Campus","No",34.9,5.6,"Low",14.3,"Sciences","1st",3326.09,"Excellent","Poor","Low","Medium-High",57.8666666666667
3128,28,"Male","Urban","Middle","Secondary",-1611.06,15.6,20.5,0.649950615828857,9.6,"None","Yes","Both",58.1,71.8,74.7,60.7,"No","None","On-Campus","No",20.1,5.9,"Moderate",13,"Sciences","1st",2948.32,"Excellent","Excellent","High","Low",69.0666666666667
3129,18,"Female","Urban","Low","Secondary",18591.13,11.1,18.4,0.526682034367695,6.2,"Sports","No","Both",75.7,44.8,65.6,47.9,"Yes","Full","On-Campus","Yes",36.2,6.4,"Low",16.9,"Engineering","1st",3472.4,"Good","Average","Moderate","Medium-Low",52.7666666666667
3130,24,"Male","Rural","Middle","Tertiary",8874.6,23.7,16.8,0.763207085197791,10.5,"Both","Yes","Smartphone",63.4,57.7,55.3,57.3,"No","None","Off-Campus","No",57.7,6.5,"Low",14.6,"Sciences","4th",2729.8,"Good","Good","Moderate","Low",56.7666666666667
3131,20,"Female","Urban","Middle","Primary",38394.4,78.7,20,0.656082463916391,3.5,"Both","Yes","None",95.8,58.9,52.5,65.8,"No","Partial","On-Campus","Yes",1.3,7.4,"High",16.1,"Sciences","4th",2832.4,"Excellent","Average","High","High",59.0666666666667
3132,24,"Female","Urban","Middle","Tertiary",40134.7,86.2,9.3,0.938143892679363,5.5,"Both","Yes","None",99.9,52.6,61.2,85.8,"Yes","Full","On-Campus","No",10.3,5,"Low",12.5,"Business","3rd",5944.72,"Excellent","Average","Low","High",66.5333333333333
3133,17,"Female","Rural","Middle","Primary",17273.54,18.7,18.5,0.627994923037477,6,"Clubs","No","Smartphone",93.3,65.5,60.8,63.2,"Yes","Partial","On-Campus","Yes",37.3,8.2,"Low",15.5,"Engineering","2nd",4468.06,"Good","Average","Moderate","Medium-Low",63.1666666666667
3134,17,"Male","Urban","Middle","None",41883.24,79,18,0.548992180265486,4.3,"Both","No","Laptop",68,57.1,76,72.2,"No","None","Off-Campus","No",49.5,5.5,"High",10.9,"Education","3rd",4194.92,"Fair","Average","Moderate","High",68.4333333333333
3135,20,"Female","Rural","Low","Primary",12127.65,40.8,11.7,0.638460334157571,4.2,"Both","Yes","None",81,NA,56.3,55.6,"Yes","None","Off-Campus","No",8.8,9.8,"Low",13,"Arts","3rd",2595.31,"Good",NA,"Moderate","Low",55.95
3136,20,"Female","Urban","Low","Secondary",9855.71,6.2,19.4,NA,4.2,"None","Yes","None",48.7,66.2,31,68.8,"No","None","Off-Campus","No",46.3,10.2,"High",17.9,"Sciences","3rd",4742.5,"Fair",NA,"Moderate","Low",55.3333333333333
3137,19,"Female","Urban","Middle","Primary",32563.69,85.6,6.6,0.82284230098594,3.4,"Clubs","Yes","None",49.2,46.7,67.4,44.1,"No","Partial","On-Campus","No",3.3,9,"High",11.6,"Education","4th",6043.35,"Good","Poor","Low","Medium-High",52.7333333333333
3138,23,"Female","Urban","Low","Primary",47240.3,75.2,22.3,0.761533401440829,5.3,"Sports","No","Laptop",59.6,79.8,57.2,57,"Yes","Partial","On-Campus","No",35.4,7.6,"Moderate",20,"Engineering","3rd",3752.06,"Good","Excellent","High","High",64.6666666666667
3139,22,"Female","Urban","Low","Primary",32677.61,68.4,12.7,0.981787795433775,1.8,"Both","Yes","Laptop",89,54.1,57.7,47.9,"Yes","None","Off-Campus","No",43.6,10.1,"Moderate",11.7,"Sciences","1st",3508.08,"Excellent","Excellent","Moderate","Medium-High",53.2333333333333
3140,22,"Male","Urban","Middle","Primary",42272.49,7.3,22.3,0.976407248410396,4.1,"Clubs","Yes","Both",62.3,43.7,66.9,40.8,"No","None","Off-Campus","Yes",30,8.6,"Moderate",16.1,"Business","4th",4535.56,"Fair","Excellent","High","High",50.4666666666667
